RSS,Region,Nom_etablissement,Nom_installation,No_permis_installation,Nombre_de_civieres_fonctionnelles 						,Nombre_de_civieres_occupees,Nombre_de_patients_sur_civiere_plus_de_24_heures,Nombre_de_patients_sur_civiere_plus_de_48_heures						,Nombre_total_de_patients_presents_a_lurgence,Nombre_total_de_patients_en_attente_de_PEC,DMS_sur_civiere,DMS_ambulatoire						,DMS_sur_civiere_horaire,DMS_ambulatoire_horaire,Heure_de_l'extraction_(image), Mise_a_jour
01,Bas-Saint-Laurent,Total régional,Total régional, ,52,32,0,0,46,6,8.09092592592592,3.41460122699386,8:05,3:24,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE HOSPITALIER RÉGIONAL DU GRAND-PORTAGE,51218352,9,5,0,0,5,0,7.95,3.72,7:57,3:43,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE MATANE,51218980,7,6,0,0,8,1,13.79,3.32,13:47,3:19,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CLSC DE POHÉNÉGAMOOK,51219418,3,0,0,0,0,0,4.65,1.1,4:39,1:06,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL NOTRE-DAME-DE-FATIMA,51221141,7,2,0,0,2,0,6.39,3.94,6:23,3:56,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL DE NOTRE-DAME-DU-LAC,51221877,5,2,0,0,5,2,4.47,3.38,4:28,3:22,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL D'AMQUI,51226892,6,2,0,0,2,0,6.38,3.67,6:22,3:40,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,HÔPITAL RÉGIONAL DE RIMOUSKI,51227882,12,9,0,0,18,3,9.12,4.96,9:07,4:57,06:00:00,2024-04-16T6:46
01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE TROIS-PISTOLES,51236156,3,6,0,0,6,0,2.66,1.88,2:39,1:52,06:00:00,2024-04-16T6:46
02,Saguenay-Lac-Saint-Jean,Total régional,Total régional, ,104,68,7,1,111,22,11.1436416184971,4.08710073710073,11:08,4:05,06:00:00,2024-04-16T6:46
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE CHICOUTIMI,51218394,41,21,5,1,41,9,11.41,3.97,11:24,3:58,06:00:00,2024-04-16T6:46
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE DOLBEAU-MISTASSINI,51219384,10,8,2,0,12,0,22.78,3.25,22:46,3:15,06:00:00,2024-04-16T6:46
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL D'ALMA,51219400,17,9,0,0,22,9,8.16,4.2,8:09,4:12,06:00:00,2024-04-16T6:46
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL DE LA BAIE,51221364,7,9,0,0,10,0,8.78,5.62,8:46,5:37,06:00:00,2024-04-16T6:46
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE DE RÉADAPTATION DE JONQUIÈRE,51224541,16,10,0,0,14,3,11.96,4.31,11:57,4:18,06:00:00,2024-04-16T6:46
02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,HÔPITAL ET CENTRE D'HÉBERGEMENT DE ROBERVAL,51228203,13,11,0,0,12,1,9,4.17,9:00,4:10,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,Total régional,Total régional, ,218,219,35,18,265,24,15.7451522842639,3.47194838709677,15:44,3:28,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DU SAINT-SACREMENT,51217529,22,20,1,0,28,7,13.86,3.5,13:51,3:30,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,L'HÔTEL-DIEU DE QUÉBEC,51217586,15,14,1,0,20,2,13.81,3.76,13:48,3:45,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,CENTRE HOSPITALIER DE L'UNIVERSITÉ LAVAL,51217594,43,51,9,6,63,7,15.13,4.53,15:07,4:31,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL SAINT-FRANÇOIS D'ASSISE,51217602,34,36,4,0,40,2,24.75,5.56,24:45,5:33,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHAUVEAU,51225001,5,0,0,0,0,0,4.19,2.29,4:11,2:17,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINTE-ANNE-DE-BEAUPRÉ,51225357,4,6,1,1,6,0,9.65,4.5,9:39,4:30,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,HÔPITAL ET CLSC DE LA MALBAIE,51228690,9,4,0,0,5,0,12.72,3.91,12:43,3:54,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC,51232130,20,22,0,0,25,2,11.15,3.1,11:09,3:06,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,HÔPITAL DE L'ENFANT-JÉSUS,51233914,48,60,19,11,69,1,19.42,3.48,19:25,3:28,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE BAIE-SAINT-PAUL,51244804,8,4,0,0,4,0,8.36,2.66,8:21,2:39,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-RAYMOND,51247302,7,0,0,0,1,1,5.86,2.22,5:51,2:13,06:00:00,2024-04-16T6:46
03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE SAINT-MARC-DES-CARRIÈRES,51247344,3,2,0,0,4,2,5.48,1.48,5:28,1:28,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,Total régional,Total régional, ,118,105,5,0,147,33,10.3528510638297,4.48833001988071,10:21,4:29,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE FORTIERVILLE,51219160,2,0,0,0,0,0,3.14,3.2,3:08,3:12,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DU HAUT-SAINT-MAURICE,51219731,7,3,0,0,5,0,19.92,5.11,19:55,5:06,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL DU CENTRE-DE-LA-MAURICIE,51220051,19,14,0,0,22,7,6.36,4.75,6:21,4:45,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,PAVILLON SAINTE-MARIE,51220168,45,51,5,0,62,13,13.71,5.99,13:42,5:59,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔTEL-DIEU D'ARTHABASKA,51228039,16,9,0,0,16,6,6.48,3.88,6:28,3:52,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,HÔPITAL SAINTE-CROIX,51228781,19,19,0,0,21,0,8.41,3.93,8:24,3:55,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX AVELLIN-DALCOURT,51233583,4,3,0,0,14,7,14.21,5.71,14:12,5:42,06:00:00,2024-04-16T6:46
04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX CHRIST-ROI,51246338,6,6,0,0,7,0,8.39,2.69,8:23,2:41,06:00:00,2024-04-16T6:46
05,Estrie,Total régional,Total régional, ,133,121,11,3,189,65,14.9207079646017,4.75509049773755,14:55,4:45,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔPITAL FLEURIMONT,51216687,28,30,1,0,39,13,8.65,5.89,8:39,5:53,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CHUS - HÔTEL-DIEU DE SHERBROOKE,51216695,44,40,2,1,54,22,17.56,6.46,17:33,6:27,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE MEMPHRÉMAGOG,51219046,7,5,0,0,9,2,11.48,3.31,11:28,3:18,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE DE SANTÉ ET DE SERVICES SOCIAUX DU GRANIT,51223832,5,1,0,0,1,0,9.12,2.85,9:07,2:51,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL DE GRANBY,51228120,20,28,6,2,55,17,29.1,5.74,29:06,5:44,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,HÔPITAL BROME-MISSISQUOI-PERKINS,51229185,16,16,2,0,26,7,18.67,4.21,18:40,4:12,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DES SOURCES,51247583,7,1,0,0,5,4,8.38,5.56,8:22,5:33,06:00:00,2024-04-16T6:46
05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA MRC DE COATICOOK,51247617,6,0,0,0,0,0,3.92,2.62,3:55,2:37,06:00:00,2024-04-16T6:46
06,Montréal,Total régional,Total régional, ,556,747,219,114,1014,203,22.7712528216704,4.8045987862441,22:46,4:48,06:00:00,2024-04-16T6:46
06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DU SACRÉ-CŒUR DE MONTRÉAL,12475976,46,62,12,0,84,15,19.58,4.67,19:34,4:40,06:00:00,2024-04-16T6:46
06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL MAISONNEUVE-ROSEMONT,12934659,54,73,24,14,96,20,30.61,5.62,30:36,5:37,06:00:00,2024-04-16T6:46
06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE VERDUN,51218097,26,36,8,8,39,1,16.03,3.55,16:01,3:33,06:00:00,2024-04-16T6:46
06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,CHU SAINTE-JUSTINE,51222800,16,16,0,0,37,13,7.93,3.91,7:55,3:54,06:00:00,2024-04-16T6:46
06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,L'HÔPITAL DE MONTRÉAL POUR ENFANTS,51223279,"pas d'information disponible","pas d'information disponible","pas d'information disponible","pas d'information disponible","pas d'information disponible","pas d'information disponible","pas d'information disponible","pas d'information disponible", , ,06:00:00,2024-04-16T6:46
06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL ROYAL VICTORIA,51223295,33,69,39,23,96,16,51.99,7.14,51:59,7:08,06:00:00,2024-04-16T6:46
06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL DE LASALLE,51224392,15,23,11,3,25,0,25.85,4.78,25:51,4:46,06:00:00,2024-04-16T6:46
06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL GÉNÉRAL DU LAKESHORE,51228278,31,47,8,5,68,21,25.57,5.13,25:34,5:07,06:00:00,2024-04-16T6:46
06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,HÔPITAL DE LACHINE,51228310,14,13,2,0,15,2,32.64,4.53,32:38,4:31,06:00:00,2024-04-16T6:46
06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,HÔPITAL FLEURY,51228492,18,11,1,0,29,15,17.69,4.87,17:41,4:52,06:00:00,2024-04-16T6:46
